488_only_foci,488_total_foci,561_only_foci,561_total_foci,cell,filename,im_n_cells,im_raw_cells,image,overlap_foci,stains,cell_line,parent,treatment,czi_id
9,9,4,4,4,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,4,4,5,0,LC3-p62,dFIP200,HEK,Torin,2
18,19,1,2,1,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,2,2,6,1,LC3-p62,dFIP200,HEK,Torin,2
28,29,2,3,2,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,2,2,6,1,LC3-p62,dFIP200,HEK,Torin,2
9,9,12,12,1,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,1,1,7,0,LC3-p62,dFIP200,HEK,Torin,2
5,6,4,5,1,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,1,1,8,1,LC3-p62,dFIP200,HEK,Torin,2
8,8,7,7,1,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,2,2,9,0,LC3-p62,dFIP200,HEK,Torin,2
17,17,1,1,2,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,2,2,9,0,LC3-p62,dFIP200,HEK,Torin,2
2,2,5,5,1,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,4,5,10,0,LC3-p62,dFIP200,HEK,Torin,2
27,27,12,12,2,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,4,5,10,0,LC3-p62,dFIP200,HEK,Torin,2
7,8,5,6,3,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,4,5,10,1,LC3-p62,dFIP200,HEK,Torin,2
8,8,4,4,4,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,4,5,10,0,LC3-p62,dFIP200,HEK,Torin,2
31,125,53,147,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,1,94,LC3-p62,dTMEM,HEK,No Torin,3
34,122,56,144,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,1,88,LC3-p62,dTMEM,HEK,No Torin,3
5,13,15,23,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,3,3,2,8,LC3-p62,dTMEM,HEK,No Torin,3
64,147,38,121,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,3,3,2,83,LC3-p62,dTMEM,HEK,No Torin,3
5,13,36,44,3,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,3,3,2,8,LC3-p62,dTMEM,HEK,No Torin,3
30,83,60,113,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,3,53,LC3-p62,dTMEM,HEK,No Torin,3
50,116,75,141,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,3,66,LC3-p62,dTMEM,HEK,No Torin,3
9,54,28,73,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,4,45,LC3-p62,dTMEM,HEK,No Torin,3
8,73,57,122,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,4,65,LC3-p62,dTMEM,HEK,No Torin,3
54,160,100,206,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,5,5,106,LC3-p62,dTMEM,HEK,No Torin,3
22,49,62,89,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,5,5,27,LC3-p62,dTMEM,HEK,No Torin,3
13,47,50,84,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,6,34,LC3-p62,dTMEM,HEK,No Torin,3
21,61,56,96,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,6,40,LC3-p62,dTMEM,HEK,No Torin,3
48,128,30,110,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,1,1,7,80,LC3-p62,dTMEM,HEK,No Torin,3
26,85,49,108,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,8,59,LC3-p62,dTMEM,HEK,No Torin,3
30,88,56,114,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,8,58,LC3-p62,dTMEM,HEK,No Torin,3
6,33,90,117,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,9,27,LC3-p62,dTMEM,HEK,No Torin,3
6,46,77,117,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,9,40,LC3-p62,dTMEM,HEK,No Torin,3
46,86,9,49,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,5,10,40,LC3-p62,dTMEM,HEK,No Torin,3
78,158,32,112,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,5,10,80,LC3-p62,dTMEM,HEK,No Torin,3
