488_only_foci,488_total_foci,561_only_foci,561_total_foci,cell,filename,im_n_cells,im_raw_cells,image,overlap_foci,stains,cell_line,parent,treatment,czi_id
0,0,31,31,1,LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,2,2,6,0,LC3-p62,dp62,HEK,Torin,1
0,0,36,36,2,LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,2,2,6,0,LC3-p62,dp62,HEK,Torin,1
0,0,57,57,1,LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,2,2,7,0,LC3-p62,dp62,HEK,Torin,1
0,0,64,64,2,LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,2,2,7,0,LC3-p62,dp62,HEK,Torin,1
0,0,71,71,1,LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,3,3,8,0,LC3-p62,dp62,HEK,Torin,1
0,0,32,32,2,LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,3,3,8,0,LC3-p62,dp62,HEK,Torin,1
0,0,130,130,3,LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,3,3,8,0,LC3-p62,dp62,HEK,Torin,1
0,0,57,57,1,LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,2,2,9,0,LC3-p62,dp62,HEK,Torin,1
0,0,87,87,2,LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,2,2,9,0,LC3-p62,dp62,HEK,Torin,1
0,0,87,87,1,LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,2,2,10,0,LC3-p62,dp62,HEK,Torin,1
0,0,70,70,2,LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,2,2,10,0,LC3-p62,dp62,HEK,Torin,1
0,13,63,76,1,LC3-p62_HEK_dVPS37A_Torin_10Pos_1_AiryscanProcessing.czi,1,1,1,13,LC3-p62,dVPS37A,HEK,Torin,1
22,75,19,72,1,LC3-p62_HEK_dVPS37A_Torin_10Pos_1_AiryscanProcessing.czi,2,2,2,53,LC3-p62,dVPS37A,HEK,Torin,1
33,88,10,65,2,LC3-p62_HEK_dVPS37A_Torin_10Pos_1_AiryscanProcessing.czi,2,2,2,55,LC3-p62,dVPS37A,HEK,Torin,1
28,96,22,90,1,LC3-p62_HEK_dVPS37A_Torin_10Pos_1_AiryscanProcessing.czi,1,1,3,68,LC3-p62,dVPS37A,HEK,Torin,1
40,92,43,95,1,LC3-p62_HEK_dVPS37A_Torin_10Pos_1_AiryscanProcessing.czi,1,1,4,52,LC3-p62,dVPS37A,HEK,Torin,1
6,26,14,34,1,LC3-p62_HEK_dVPS37A_Torin_10Pos_1_AiryscanProcessing.czi,2,2,5,20,LC3-p62,dVPS37A,HEK,Torin,1
25,59,23,57,2,LC3-p62_HEK_dVPS37A_Torin_10Pos_1_AiryscanProcessing.czi,2,2,5,34,LC3-p62,dVPS37A,HEK,Torin,1
96,188,30,122,1,LC3-p62_HEK_dVPS37A_Torin_10Pos_1_AiryscanProcessing.czi,1,1,6,92,LC3-p62,dVPS37A,HEK,Torin,1
15,65,24,74,1,LC3-p62_HEK_dVPS37A_Torin_10Pos_1_AiryscanProcessing.czi,2,2,7,50,LC3-p62,dVPS37A,HEK,Torin,1
53,162,48,157,2,LC3-p62_HEK_dVPS37A_Torin_10Pos_1_AiryscanProcessing.czi,2,2,7,109,LC3-p62,dVPS37A,HEK,Torin,1
8,38,11,41,1,LC3-p62_HEK_dVPS37A_Torin_10Pos_1_AiryscanProcessing.czi,3,3,8,30,LC3-p62,dVPS37A,HEK,Torin,1
5,29,4,28,2,LC3-p62_HEK_dVPS37A_Torin_10Pos_1_AiryscanProcessing.czi,3,3,8,24,LC3-p62,dVPS37A,HEK,Torin,1
30,104,28,102,3,LC3-p62_HEK_dVPS37A_Torin_10Pos_1_AiryscanProcessing.czi,3,3,8,74,LC3-p62,dVPS37A,HEK,Torin,1
18,43,15,40,1,LC3-p62_HEK_dVPS37A_Torin_10Pos_1_AiryscanProcessing.czi,1,1,9,25,LC3-p62,dVPS37A,HEK,Torin,1
22,67,27,72,1,LC3-p62_HEK_dVPS37A_Torin_10Pos_1_AiryscanProcessing.czi,1,1,10,45,LC3-p62,dVPS37A,HEK,Torin,1
15,16,9,10,1,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,1,2,1,1,LC3-p62,dFIP200,HEK,No Torin,4
36,37,7,8,1,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,2,2,2,1,LC3-p62,dFIP200,HEK,No Torin,4
45,45,1,1,2,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,2,2,2,0,LC3-p62,dFIP200,HEK,No Torin,4
161,166,15,20,1,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,2,2,3,5,LC3-p62,dFIP200,HEK,No Torin,4
107,110,26,29,2,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,2,2,3,3,LC3-p62,dFIP200,HEK,No Torin,4
21,22,7,8,1,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,2,2,4,1,LC3-p62,dFIP200,HEK,No Torin,4
37,44,41,48,2,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,2,2,4,7,LC3-p62,dFIP200,HEK,No Torin,4
9,10,0,1,1,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,1,4,5,1,LC3-p62,dFIP200,HEK,No Torin,4
4,7,13,16,1,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,1,1,6,3,LC3-p62,dFIP200,HEK,No Torin,4
23,24,6,7,1,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,2,2,7,1,LC3-p62,dFIP200,HEK,No Torin,4
15,16,3,4,2,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,2,2,7,1,LC3-p62,dFIP200,HEK,No Torin,4
55,57,6,8,1,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,1,3,8,2,LC3-p62,dFIP200,HEK,No Torin,4
77,78,7,8,1,LC3-p62_HEK_dFIP200_No Torin_10Pos_4_AiryscanProcessing.czi,1,1,10,1,LC3-p62,dFIP200,HEK,No Torin,4
53,53,4,4,1,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,2,3,1,0,LC3-p62,dATG7,HEK,Torin,2
249,250,21,22,2,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,2,3,1,1,LC3-p62,dATG7,HEK,Torin,2
65,66,6,7,1,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,4,5,2,1,LC3-p62,dATG7,HEK,Torin,2
64,64,5,5,2,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,4,5,2,0,LC3-p62,dATG7,HEK,Torin,2
40,40,6,6,3,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,4,5,2,0,LC3-p62,dATG7,HEK,Torin,2
107,108,11,12,4,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,4,5,2,1,LC3-p62,dATG7,HEK,Torin,2
114,115,3,4,1,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,1,1,3,1,LC3-p62,dATG7,HEK,Torin,2
51,51,2,2,1,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,2,2,4,0,LC3-p62,dATG7,HEK,Torin,2
25,25,2,2,2,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,2,2,4,0,LC3-p62,dATG7,HEK,Torin,2
45,47,17,19,1,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,2,2,5,2,LC3-p62,dATG7,HEK,Torin,2
63,64,26,27,2,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,2,2,5,1,LC3-p62,dATG7,HEK,Torin,2
62,63,20,21,1,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,2,3,6,1,LC3-p62,dATG7,HEK,Torin,2
52,52,10,10,2,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,2,3,6,0,LC3-p62,dATG7,HEK,Torin,2
110,112,21,23,1,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,1,1,7,2,LC3-p62,dATG7,HEK,Torin,2
8,8,10,10,1,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,3,3,8,0,LC3-p62,dATG7,HEK,Torin,2
32,32,9,9,2,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,3,3,8,0,LC3-p62,dATG7,HEK,Torin,2
57,57,15,15,3,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,3,3,8,0,LC3-p62,dATG7,HEK,Torin,2
33,33,6,6,1,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,4,4,9,0,LC3-p62,dATG7,HEK,Torin,2
36,36,8,8,2,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,4,4,9,0,LC3-p62,dATG7,HEK,Torin,2
30,30,28,28,3,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,4,4,9,0,LC3-p62,dATG7,HEK,Torin,2
24,24,13,13,4,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,4,4,9,0,LC3-p62,dATG7,HEK,Torin,2
47,49,13,15,1,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,2,2,10,2,LC3-p62,dATG7,HEK,Torin,2
36,37,11,12,2,LC3-p62_HEK_dATG7_Torin_10Pos_2_AiryscanProcessing.czi,2,2,10,1,LC3-p62,dATG7,HEK,Torin,2
4,4,1,1,1,LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,2,2,1,0,LC3-p62,dFIP200,HEK,Torin,3
13,14,0,1,2,LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,2,2,1,1,LC3-p62,dFIP200,HEK,Torin,3
3,3,5,5,1,LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,2,2,2,0,LC3-p62,dFIP200,HEK,Torin,3
13,14,9,10,2,LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,2,2,2,1,LC3-p62,dFIP200,HEK,Torin,3
9,10,4,5,1,LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,1,3,3,1,LC3-p62,dFIP200,HEK,Torin,3
12,12,0,0,1,LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,2,2,4,0,LC3-p62,dFIP200,HEK,Torin,3
7,7,0,0,2,LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,2,2,4,0,LC3-p62,dFIP200,HEK,Torin,3
0,2,3,5,1,LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,2,2,5,2,LC3-p62,dFIP200,HEK,Torin,3
5,5,1,1,2,LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,2,2,5,0,LC3-p62,dFIP200,HEK,Torin,3
6,6,5,5,1,LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,2,3,6,0,LC3-p62,dFIP200,HEK,Torin,3
2,2,4,4,2,LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,2,3,6,0,LC3-p62,dFIP200,HEK,Torin,3
25,25,10,10,1,LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,1,3,8,0,LC3-p62,dFIP200,HEK,Torin,3
1,1,2,2,1,LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,2,2,10,0,LC3-p62,dFIP200,HEK,Torin,3
4,5,6,7,2,LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,2,2,10,1,LC3-p62,dFIP200,HEK,Torin,3
56,56,8,8,1,LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,2,2,1,0,LC3-p62,dATG7,HEK,Torin,3
39,39,4,4,2,LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,2,2,1,0,LC3-p62,dATG7,HEK,Torin,3
48,48,12,12,1,LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,4,5,2,0,LC3-p62,dATG7,HEK,Torin,3
31,31,8,8,2,LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,4,5,2,0,LC3-p62,dATG7,HEK,Torin,3
44,46,13,15,3,LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,4,5,2,2,LC3-p62,dATG7,HEK,Torin,3
90,91,10,11,4,LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,4,5,2,1,LC3-p62,dATG7,HEK,Torin,3
53,55,17,19,1,LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,2,3,3,2,LC3-p62,dATG7,HEK,Torin,3
68,69,13,14,2,LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,2,3,3,1,LC3-p62,dATG7,HEK,Torin,3
38,40,17,19,1,LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,2,2,4,2,LC3-p62,dATG7,HEK,Torin,3
52,53,32,33,2,LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,2,2,4,1,LC3-p62,dATG7,HEK,Torin,3
74,75,13,14,1,LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,1,1,5,1,LC3-p62,dATG7,HEK,Torin,3
85,86,27,28,1,LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,1,1,6,1,LC3-p62,dATG7,HEK,Torin,3
89,89,10,10,1,LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,2,2,7,0,LC3-p62,dATG7,HEK,Torin,3
24,24,7,7,2,LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,2,2,7,0,LC3-p62,dATG7,HEK,Torin,3
50,50,1,1,1,LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,1,1,8,0,LC3-p62,dATG7,HEK,Torin,3
195,198,11,14,1,LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,1,2,9,3,LC3-p62,dATG7,HEK,Torin,3
120,121,33,34,1,LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,1,1,10,1,LC3-p62,dATG7,HEK,Torin,3
4,10,25,31,1,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,1,6,LC3-p62,WT,HEK,No Torin,1
7,15,32,40,2,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,1,8,LC3-p62,WT,HEK,No Torin,1
10,31,84,105,1,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,2,21,LC3-p62,WT,HEK,No Torin,1
9,16,7,14,2,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,2,7,LC3-p62,WT,HEK,No Torin,1
1,5,26,30,1,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,3,4,LC3-p62,WT,HEK,No Torin,1
5,14,54,63,2,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,3,9,LC3-p62,WT,HEK,No Torin,1
3,15,30,42,1,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,4,12,LC3-p62,WT,HEK,No Torin,1
2,7,36,41,2,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,4,5,LC3-p62,WT,HEK,No Torin,1
1,9,47,55,1,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,1,1,5,8,LC3-p62,WT,HEK,No Torin,1
2,5,7,10,1,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,6,3,LC3-p62,WT,HEK,No Torin,1
2,5,13,16,2,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,6,3,LC3-p62,WT,HEK,No Torin,1
3,10,10,17,1,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,7,7,LC3-p62,WT,HEK,No Torin,1
1,7,39,45,2,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,7,6,LC3-p62,WT,HEK,No Torin,1
1,9,16,24,1,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,3,4,8,8,LC3-p62,WT,HEK,No Torin,1
7,13,28,34,2,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,3,4,8,6,LC3-p62,WT,HEK,No Torin,1
5,11,28,34,3,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,3,4,8,6,LC3-p62,WT,HEK,No Torin,1
4,12,8,16,1,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,4,4,9,8,LC3-p62,WT,HEK,No Torin,1
3,10,17,24,2,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,4,4,9,7,LC3-p62,WT,HEK,No Torin,1
5,17,12,24,3,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,4,4,9,12,LC3-p62,WT,HEK,No Torin,1
5,13,3,11,4,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,4,4,9,8,LC3-p62,WT,HEK,No Torin,1
7,21,34,48,1,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,10,14,LC3-p62,WT,HEK,No Torin,1
4,12,35,43,2,LC3-p62_HEK_WT_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,10,8,LC3-p62,WT,HEK,No Torin,1
2,20,19,37,1,LC3-p62_HEK_dVPS37A_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,1,18,LC3-p62,dVPS37A,HEK,No Torin,2
3,20,11,28,2,LC3-p62_HEK_dVPS37A_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,1,17,LC3-p62,dVPS37A,HEK,No Torin,2
4,4,4,4,1,LC3-p62_HEK_dVPS37A_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,2,0,LC3-p62,dVPS37A,HEK,No Torin,2
6,8,4,6,2,LC3-p62_HEK_dVPS37A_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,2,2,LC3-p62,dVPS37A,HEK,No Torin,2
7,30,24,47,1,LC3-p62_HEK_dVPS37A_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,3,23,LC3-p62,dVPS37A,HEK,No Torin,2
14,34,20,40,2,LC3-p62_HEK_dVPS37A_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,3,20,LC3-p62,dVPS37A,HEK,No Torin,2
25,75,12,62,1,LC3-p62_HEK_dVPS37A_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,4,50,LC3-p62,dVPS37A,HEK,No Torin,2
35,64,8,37,2,LC3-p62_HEK_dVPS37A_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,4,29,LC3-p62,dVPS37A,HEK,No Torin,2
17,42,13,38,1,LC3-p62_HEK_dVPS37A_No Torin_10Pos_2_AiryscanProcessing.czi,1,2,6,25,LC3-p62,dVPS37A,HEK,No Torin,2
9,27,55,73,1,LC3-p62_HEK_dVPS37A_No Torin_10Pos_2_AiryscanProcessing.czi,1,2,7,18,LC3-p62,dVPS37A,HEK,No Torin,2
44,57,69,82,1,LC3-p62_HEK_dVPS37A_No Torin_10Pos_2_AiryscanProcessing.czi,1,2,8,13,LC3-p62,dVPS37A,HEK,No Torin,2
18,54,49,85,1,LC3-p62_HEK_dVPS37A_No Torin_10Pos_2_AiryscanProcessing.czi,1,1,10,36,LC3-p62,dVPS37A,HEK,No Torin,2
0,11,32,43,1,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,1,11,LC3-p62,WT,HEK,No Torin,2
3,11,35,43,2,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,1,8,LC3-p62,WT,HEK,No Torin,2
12,19,6,13,1,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,2,7,LC3-p62,WT,HEK,No Torin,2
24,29,12,17,2,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,2,5,LC3-p62,WT,HEK,No Torin,2
1,7,7,13,1,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,3,6,LC3-p62,WT,HEK,No Torin,2
1,12,4,15,2,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,3,11,LC3-p62,WT,HEK,No Torin,2
11,34,98,121,1,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,1,1,4,23,LC3-p62,WT,HEK,No Torin,2
7,13,30,36,1,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,2,3,5,6,LC3-p62,WT,HEK,No Torin,2
9,12,21,24,2,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,2,3,5,3,LC3-p62,WT,HEK,No Torin,2
5,15,32,42,1,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,6,10,LC3-p62,WT,HEK,No Torin,2
8,17,16,25,2,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,6,9,LC3-p62,WT,HEK,No Torin,2
6,17,7,18,1,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,7,11,LC3-p62,WT,HEK,No Torin,2
4,15,15,26,2,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,7,11,LC3-p62,WT,HEK,No Torin,2
13,22,29,38,1,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,3,4,8,9,LC3-p62,WT,HEK,No Torin,2
11,21,46,56,2,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,3,4,8,10,LC3-p62,WT,HEK,No Torin,2
14,24,17,27,3,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,3,4,8,10,LC3-p62,WT,HEK,No Torin,2
3,5,49,51,1,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,1,1,9,2,LC3-p62,WT,HEK,No Torin,2
1,7,45,51,1,LC3-p62_HEK_WT_No Torin_10Pos_2_AiryscanProcessing.czi,1,1,10,6,LC3-p62,WT,HEK,No Torin,2
4,23,70,89,1,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,1,1,1,19,LC3-p62,dTMEM,HEK,Torin,3
10,39,69,98,1,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,2,2,2,29,LC3-p62,dTMEM,HEK,Torin,3
21,52,55,86,2,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,2,2,2,31,LC3-p62,dTMEM,HEK,Torin,3
39,190,47,198,1,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,4,4,3,151,LC3-p62,dTMEM,HEK,Torin,3
54,110,36,92,2,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,4,4,3,56,LC3-p62,dTMEM,HEK,Torin,3
40,127,72,159,3,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,4,4,3,87,LC3-p62,dTMEM,HEK,Torin,3
27,60,10,43,4,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,4,4,3,33,LC3-p62,dTMEM,HEK,Torin,3
24,107,62,145,1,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,4,4,4,83,LC3-p62,dTMEM,HEK,Torin,3
55,148,55,148,2,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,4,4,4,93,LC3-p62,dTMEM,HEK,Torin,3
30,77,35,82,3,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,4,4,4,47,LC3-p62,dTMEM,HEK,Torin,3
31,87,26,82,4,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,4,4,4,56,LC3-p62,dTMEM,HEK,Torin,3
35,98,107,170,1,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,2,2,5,63,LC3-p62,dTMEM,HEK,Torin,3
30,104,115,189,2,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,2,2,5,74,LC3-p62,dTMEM,HEK,Torin,3
32,150,56,174,1,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,2,2,6,118,LC3-p62,dTMEM,HEK,Torin,3
47,85,26,64,2,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,2,2,6,38,LC3-p62,dTMEM,HEK,Torin,3
35,150,77,192,1,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,2,2,7,115,LC3-p62,dTMEM,HEK,Torin,3
51,129,28,106,2,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,2,2,7,78,LC3-p62,dTMEM,HEK,Torin,3
37,130,91,184,1,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,2,2,8,93,LC3-p62,dTMEM,HEK,Torin,3
24,76,55,107,2,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,2,2,8,52,LC3-p62,dTMEM,HEK,Torin,3
54,133,66,145,1,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,1,1,9,79,LC3-p62,dTMEM,HEK,Torin,3
36,124,28,116,1,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,2,2,10,88,LC3-p62,dTMEM,HEK,Torin,3
38,153,29,144,2,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,2,2,10,115,LC3-p62,dTMEM,HEK,Torin,3
7,9,8,10,1,LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,1,1,1,2,LC3-p62,dFIP200,HEK,No Torin,2
18,19,46,47,1,LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,1,1,4,1,LC3-p62,dFIP200,HEK,No Torin,2
41,43,6,8,1,LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,5,2,LC3-p62,dFIP200,HEK,No Torin,2
13,14,0,1,2,LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,2,2,5,1,LC3-p62,dFIP200,HEK,No Torin,2
